# Input parameters: collectdata.py Namespace(channels=[1], config=None, debug=False, gnuplot=True, outfile=None, sleep=[0.25], type=None)
# Datetime		
'2016-04-02 16:09:39.88'	245
'2016-04-02 16:09:40.14'	245
'2016-04-02 16:09:40.77'	246
'2016-04-02 16:09:41.02'	245
'2016-04-02 16:09:41.67'	245
'2016-04-02 16:09:41.92'	245
'2016-04-02 16:09:42.18'	246
'2016-04-02 16:09:42.81'	246
'2016-04-02 16:09:43.07'	246
'2016-04-02 16:09:43.71'	246
'2016-04-02 16:09:43.96'	246
'2016-04-02 16:09:44.21'	246
'2016-04-02 16:09:44.85'	246
'2016-04-02 16:09:45.11'	246
'2016-04-02 16:09:45.75'	245
'2016-04-02 16:09:46.00'	246
'2016-04-02 16:09:46.63'	246
'2016-04-02 16:09:46.89'	245
'2016-04-02 16:09:47.14'	245
'2016-04-02 16:09:47.79'	246
'2016-04-02 16:09:48.04'	247
'2016-04-02 16:09:48.68'	247
'2016-04-02 16:09:48.93'	247
'2016-04-02 16:09:49.19'	246
'2016-04-02 16:09:49.83'	247
'2016-04-02 16:09:50.08'	247
'2016-04-02 16:09:50.72'	247
'2016-04-02 16:09:50.98'	246
'2016-04-02 16:09:51.23'	247
'2016-04-02 16:09:51.87'	247
'2016-04-02 16:09:52.13'	248
'2016-04-02 16:09:52.76'	248
'2016-04-02 16:09:53.01'	248
'2016-04-02 16:09:53.66'	248
'2016-04-02 16:09:53.92'	247
'2016-04-02 16:09:54.17'	248
'2016-04-02 16:09:54.80'	248
'2016-04-02 16:09:55.06'	248
'2016-04-02 16:09:55.70'	248
'2016-04-02 16:09:55.95'	248
'2016-04-02 16:09:56.21'	248
'2016-04-02 16:09:56.85'	248
'2016-04-02 16:09:57.10'	249
'2016-04-02 16:09:57.74'	249
'2016-04-02 16:09:57.00'	248
'2016-04-02 16:09:58.63'	248
'2016-04-02 16:09:58.89'	249
'2016-04-02 16:09:59.14'	249
'2016-04-02 16:09:59.79'	249
'2016-04-02 16:10:00.04'	249
'2016-04-02 16:10:00.68'	248
